PATENTE,A_FABRICACION,MARCA,MODELO,COLOR,TIPO_VEHICULO
JH5285,2012,MATRIX,TENT 35-7,ROJO,28
JH5286,2013,MATRIX,BBL 35 7,BLANCO,28
JH5297,2010,RECRUSUL S.A,SRTA,NEGRO-BLANCO,28
JHGH30,2017,HINO,XZU 6.5 DC E5,BLANCO,5
JHKP98,2008,HONDA,FIT,CELESTE,29
JHKS21,2003,VOLVO,FM 12,NARANJO SALMON,5
JHKT59,2004,MERCEDES BENZ,ATEGO,AMARILLO,5
JK1159,2009,RANDON,SR BA AB 03-20,BLANCO,28
JK2188,1994,DORSEY,48 PIES,BLANCO,28
JK3142,2009,RANDON,RQPTCS0216,GRIS,25
JK4513,2001,GREAT DANE,EMPTY TRAILER,BLANCO,28
JK4735,2015,CORINA TRUCK,CT TOLVA,AZUL PACIFICO G,28
JKYC61,2005,MERCEDES BENZ,ATEGO 818,BLANCO,5
JL3610,2012,TREMAC,SRTT 15 3N,NARANJO,28
JL5131,2012,TREMAC,SRTT 20 3N,BLANCO,28
JLTK75,2005,NISSAN,NOTE,AZUL,29
JLTR18,2009,MERCEDES BENZ,ATEGO,BLNCO,5
JLTR46,2017,CHEVROLET,TRACKER II 1.8 FWDLT MT,CAFE,29
JLTW17,2005,VOLVO,FM 12,CELESTE,5
JN4103,2016,HERNAN RAMIREZ,GANADERO,AZUL PACIFICO,25
JN4358,2013,RANDON,RQPTCS0216,BLANCO,25
JN4962,2014,TREMAC,SRTP 13.5,GRIS,28
JN6706,2013,RANDON,SR BA AB 03 20,NARANJO OSCURO,28
JP3047,2016,TREMAC,SRTP 14.5 3 R,AZUL,28
JPXS13,2007,INTERNATIONAL,4300DT466,AZUL BLANCO,5
JPXS36,2013,FORD,ESCAPE 1.6 AUT,ROJO,29
JPZC16,2017,JAC,URBAN HFC 1042 D/C,BLANCO,5
JSVK50,2009,VOLVO,FH13,ROJO,5
JVHF28,2012,VOLVO,FH,AZUL,36
JWBH94,2006,VOLVO,FH 12,ROJO GUINDO,36
JWBJ74,2008,VOLVO,FH 12,ROJO GUINDA,36
JXTV22,2008,NISSAN,NOTE,GRIS,29
JXVF70,2018,BMW,M140,NARANJO OSCURO,2
JYCF48,2010,MERCEDES BENZ,ATEGO 1218,BLANCO,5
JYTD91,2003,MERCEDES BENZ,ATEGO 815,BLANCO,5
JYTF94,2003,MERCEDES BENZ,ATEGO 815,BLANCO,5
KCSD65,2010,VOLVO,FH13,AZUL,36
KCSJ11,2012,VOLVO,VNL,VERDE,36
KCSL76,2004,NISSAN,CONDOR,BLANCO,5
KCSR33,2009,HONDA,FIT,NEGRO,29
KCSR43,2006,MAZDA,VERISA,GRIS,29
KDGB66,2005,UTILITY,REEFER,BLANCO,28
KDGJ69,2010,MILET,SRT2,BLANCO GRIS OSC,28
KDGW45,2021,GOREN,SR 3N 30 13.5,GRIS ROJO,28
KFFL97,2018,MERCEDES BENZ,GLE 350 D COUPE,BLANCO,29
KHBG41,2018,CHEVROLET,NPR 816,BLANCO,5
KHWB17,2014,VOLVO,FH,ROJO AMARILLO,36
KJTY68,2011,NISSAN,MARCH,PLATEADO,2
KJTY99,2012,VOLVO,FH,BLANCO,5
KJVD24,2007,HYUNDAI,STAREX,PLATEADO,29
KJVD63,2015,VOLVO,FH,AZUL,36
KLBG15,2007,HYUNDAI,TUCSON,PLATEADO PLATA,29
KPJC74,2005,HINO,DUTRO,BLANCO,5
KRSH30,2006,MERCEDES BENZ,ATEGO 1218,BLANCO,5
KSYS86,2007,HYUNDAI,TUCSON,BLANCO,29
KWVV51,2003,HYUNDAI,PORTER,BLANCO,6
KWVX67,2010,MAZDA,DEMIO,BLANCO,2
KWWF54,2014,VOLVO,FH13,ROJO GUINDO,36
KXGS43,2005,MERCEDES BENZ,ACTROS 2644L,ROJO,5
KYCX77,2005,KIA MOTORS,SPORTAGE,AZUL,29
KYCY68,2007,VOLVO,FE,AZUL,5
KYDD94,2013,GMC,ACADIA,GRIS,29
KYDF53,2019,CATERPILLAR,950,AMARILLO,17
KYPD27,2020,LIBRELATO,SR AC 3E,NEGRO,28
LFWT79,2007,VOLVO,FH,AMARILLO,5
LHKX93,2009,CHEVROLET,CAPTIVA,BLANCO,29
LHLC31,2006,VOLVO,FH13,AZUL,5
LHLG46,2019,MERCEDES BENZ,ATEGO 1729 KO 48,BLANCO ARTICO,5
LJWP17,2010,VOLVO,FL,CELESTE,5
LJWP55,2010,VOLVO,FH,NEGRO,36
LKYH63,2004,VOLVO,FM,AMARILLO,5
LKYL54,2011,HONDA,FIT,GRIS,29
LKYV47,2013,KIA,SPORTAGE,GRIS,29
LLXY75,2019,KIA MOTORS,SPORTAGE EX 2.0 AUT,NEGRO METALICO,29
LPKS70,2019,VOLVO,FH,ROJO,36
LPKZ18,2020,MERCEDES BENZ,ATEGO 1729 KO 48,BLANCO,5
LPVZ11,2011,HONDA,FIT 1.3 AUT,PLATEADO,2
LPWH68,2010,VOLVO,FH,GRIS GRAFITO,36
LSWJ92,2005,VOLVO,FH 12,BLANCO AZUL,5
LVSF12,2011,HONDA,FIT 1LX 1.3 AUT,BLANCO,29
LVSG25,2011,TOYOTA,VITZ,ROJO BURDEO,2
LVSH64,2012,HONDA,FIT,ROJO,29
LVSH81,2017,VOLVO,FH,BLANCO,36
LYJZ92,2010,MERCEDES BENZ,AXOR 1829L,BLANCO,5
LYKJ87,2010,MERCEDES BENZ,SPRINTER,BLANCO BLANCA,29
LYKL50,2002,HINO,DUTRO,VERDE,5
NR6387,1986,MERCEDES BENZ,2233,BLANCO/CELES,5
PBSB41,2021,CHEVROLET,NKR 512 AC,BLANCO,5
PBSB54,2021,MAZDA,NEW CX-5 R 2.0 L2WD CA 6AT IPM,ROJO CRISTAL,29
PBSC23,2016,VOLVO,FH,BLANCO,36
PBSC57,2005,MERCEDES BENZ,ATEGO 1523,BLANCO,5
PBSG31,2013,VOLVO,FH,BLANCO,36
PBSV55,2018,VOLVO,FH,BLANCO,36
PBSZ28,2009,MERCEDES BENZ,ACTROS 3244,BLANCO,5
PBSZ51,2015,HONDA,FIT 1.3 AUT,PLATEADO,29
PBTD35,2011,HONDA,FIT,AZUL,29
PBTV66,2020,DAF,XF480 FTS SC E6,BLANCO,36
PFRB62,2010,KIA MOTORS,SORENTO,GRIS,29
PJTZ29,2003,MITSUBISHI,PAJERO 3.2 4X4 AUT,PLATEADO,29
PJVB66,2004,BMW,X3 4X4,GRIS,29
PLSK95,2021,MAZDA,ALL NEW CX30,GRIS TITANIO,29
PLSL34,2009,VOLVO,FH,AZUL,5
PLSR23,2010,VOLVO,FH,ROJO,5
PLSS73,2001,VOLVO,FL 6,BLANCO,5
PS0252,2008,KINLON,JL200,NEGRO,21
PSDT46,2014,VOLVO,FH,GRIS,36
PSWB42,2005,KIA MOTORS,SPORTAGE,PLATEADO,29
PSYK24,2016,MERCEDES BENZ,ACTROS 2636,BLANCO AZUL,36
PSYL58,2015,VOLVO,VNL64T670,ROJO,36
PTYL29,2022,GOREN,SR 3M 30 13.5,GRIS ROJO,28
PTYP23,2022,GOREN,SR 3M 30 14.4,GRIS PLOMO,28
PTYR77,2021,RANDOM,SRPT PT CS 0330,NEGRO,28
PWSG16,2022,RANDON,SR PT CS 0330,NEGRO,28
PWTB87,2022,RANDON,SR PT CS 0330,NEGRO,28
PWTB88,2022,RANDON,SR PT CS 0330,NEGRO,28
PWTB89,2022,RANDON,SR PT CS 0330,NEGRO,28
PWTS14,2022,GOREN,SR 3M 30 13.5,GRIS BLANCO,28
PWVF29,2022,RADON,STING,BLANCO,28
PWVK71,2022,LIBRELATO,SRLIBRELATO SRACA 3E,NEGRO,28
PWWK11,2022,RANDON,SR PT CS 0330,NEGRO,28
PXBY11,2023,RANDON,SR PT CS 02 30,NEGRO,28
PXCF93,2023,RANDON,SR TQ PQ 02 16.5,NARANJO,28
PXCF94,2023,RANDON,SR TQ PQ 02 16.5,NARANJO,28
PXCF95,2023,RANDON,SR TQ PQ 02 16.5,NARANJO,28
PYTL84,2015,VOLVO,FH16,PLATEADO,36
PYTV77,2012,MERCEDES BENZ,ATEGO 818,BLANCO,5
RBBP66,2021,CHEVROLET,NQR 919 AC,BLANCO,5
RBCG55,2019,VOLVO,VNL64T,BLANCO,36
RBKH58,2021,HYUNDAI,CRETA SU21,BLANCO,29
RCGX18,2011,KIA MOTORS,SORENTO 2.0 AUT,GRIS,29
RCXW74,2002,RENAULT,PREMIUN 220,BLANCO,5
RFDF60,2015,VOLVO,FH,BÑANCO,36
RFDG26,2019,JEEP,CHEROKEE,NEGRO,29
RFDK60,2001,MITSUBISHI,FUSO FIGHTER,BLANCO,5
RFRH71,2009,SUZUKI,SWIFT,NEGRO,29
RFRS17,2022,MERCEDES BENZ,ATEGO,BLANCO,5
RFRS18,2022,MERCEDES BENZ,ATEGO,BLANCO,5
RJ5210,1991,FORD,MUSTANG,BLANCO,2
RJBP62,2015,VOLVO,FH,ROJO,36
RJFT60,2022,MERCEDES BENZ,ATEGO 1729,BLANCO,5
RJFT63,2022,MERCEDES BENZ,ATEGO 1729,BLANCO,5
RJFT64,2022,MERCEDES BENZ,ATEGO 1729,BLANCO,5
RKDZ87,2022,FORD,NEW TERRYTORY TREND GTDI 4X2 AT,BLANCO PERLADO,29
RKJW91,2019,VOLVO,FH,GRIS,36
RLPG14,2008,KIA MOTORS,SORENTO,NEGRO,29
RPRL60,2012,MERCEDES BENZ,ATEGO 1224,BLANCO,5
RRCB75,2015,VOLVO,FH 12,ROJO,36
RSCF47,2011,INTERNACIONAL,PROSTAR 350 HP,BLANCO,36
RSCG14,2011,MAZDA,AXELA SPORT,GRIS,29
RSCG20,2004,NISSAN,CONDOR,BLANCO,5
RVFW22,2014,VOLVO,FH 0,ROJO,36
RVXR95,2014,VOLVO,FH,BLANCO,36
RW2666,2000,VOLVO,FH 12,AZUL,5
RXXR10,2012,SUZUKI,SX4,NARANJO NARANJA,29
RYDK33,2015,VOLVO,FH,ROJO BURDEO,36
SBCG99,2022,SCANIA,R500A6X2,AZUL,36
SBCS91,2016,VOLVO,FH,BLANCO,36
SBRT97,2014,VOLVO,FH,BLANCO,36
SCZB93,2015,HYUNDAI,SANTA FE 2.2 AUT,NEGRO,29
SDLF74,2016,VOLVO,VNL 670,VERDE,36
SDZL22,2019,JEEP,CHEROKEE 2.4 AUT,DORADO,29
SHJV63,2013,VOLVO,FH 500,ROJO,36
SHJV95,2023,MAZDA,NEW CX5 CORE,BLANCO PERLA,29
SHJZ83,2013,AUDI,A6 2.0 AUT,NEGRO,2
SHKB52,2015,VOLVO,FH AUT,BLANCO,36
SJHH78,2009,MITSUBISHI,CANTER,VERDE,5
SKDZ65,2005,HYUNDAI,PORTER II 2.5,BLANCO,6
SKFD49,2014,VOLVO,FH,NEGRO,36
SKFF69,2008,VOLVO,FH,BLANCO,5
SLBB22,2013,HONDA,FIT 1.3 AUT,CAFE MARRON,29
SLBD29,2005,MERCEDES BENZ,ATEGO,AZUL,5
SPDV94,2009,VOLVO,FH,AZUL,5
SPDV95,2020,VOLVO,FH,AMARILLO,36
SPFK71,2023,HYUNDAI,CRETA SU2I,GRIS GRAFITO,29
SPKD34,2023,VOLVO,FH,AMARILLO,36
SVSL10,2012,MITSUBISHI,MIRAGE,VERDE,29
SVST10,2008,MITSUBISHI,FUSO,AZUL,5
SWDF49,2024,MERCEDES BENZ,ATEGO 1726/48 EURO V,BLANCO,5
SWDF50,2024,MERCEDES BENZ,ATEGO 1726/48,BLANCO,5
SWDF51,2024,MERCEDES BENZ,ATEGO 1726/48 (EURO V),BLANCO,5
SWDF52,2024,MERCEDES BENZ,ATEGO 1726/48 (EURO5),BLANCO,5
SWDF53,2024,MERCEDES BENZ,ATEGO 1726/48 EURO V,BLANCO,5
SWDF54,2024,MERCEDES BENZ,ATEGO 1726/48,BLANCO,5
SWFY81,2011,HYUNDAI,STAREX,PLATEADO PLATA,29
SWFY92,2015,VOLVO,FH,AZUL,36
SWZY68,2013,HONDA,FIT 1.3 AUT,AZUL,2
SXSP32,2023,MITSUBISHI FUSO,CANTER 513,BLANCO,5
SXSP36,2023,MITSUBISHI FUSO,CANTER 513,BLANCO,5
SXSW53,2023,MERCEDES BENZ,ATEGO 1726 48,BLANCO,5
SXSW57,2023,MERCEDES BENZ,ATEGO 1726 48,BLANCO,5
SXSW58,2023,MERCEDES BENZ,ATEGO 1726 48,BLANCO,5
SXSW59,2023,MERCEDES BENZ,ATEGO 2730 K PS,BLANCO,5
SXSW60,2023,MITSUBISHI,CANTER 715 DC,BLANCO,5
SYPB13,2018,CHEVROLET,CAMARO,BLANCO,2
SYPC59,2023,XCMG,XE210WD,AMARILLO,17
SYPC60,2023,XCMG,XE210WD,AMARILLO,17
SYPF14,2005,VOLVO,FH12,AZUL,5
SYPG29,2002,HYUNDAI,LIBERO 2.5,AZUL GRIS,6
SYVV34,2024,MERCEDES BENZ,ATEGO 1726/48 ( EURO V),BLANCO,5
SYVV35,2024,MERCEDES BENZ,ATEGO 1726/48 EURO V,BLANCO,5
SYYY16,2023,MITSUBISHI FUSO,CANTER 715,BLANCO,5
SYYY28,2023,MITSUBISHI FUSO,CANTER 715,BLANCO,5
SYYY38,2023,MITSUBISHI FUSO,CANTER 715,BLANCO,5
SZKR23,2013,JEEP,GRAND CHEROKEE 4X4 3.0 AUT,GRIS GRAFITO,29
TBPB41,2013,VOLVO,FH,ROJO NEGRO,36
TDGW23,2013,MAZDA,DEMIO,GRIS,2
TDGY74,2021,MAZDA,CX5,NEGRO,29
TDGZ97,2001,VOLVO,FL 6,BLANCO,5
TFFC13,2024,MERCEDES BENZ,A250 2.0 AUT,BLANCO,2
TGC027,2018,HONDA,CBR 1000 RR,ROJO AZUL BLANC,21
TGC072,2022,KAWASAKI,ER 650CC,GRIS,21
TGSW28,2014,NISSAN,NOTE,PLATEADO,29
TGTC42,2018,FORD,FIESTA,BLANCO,2
TGTD60,2014,SUBARU,BRZ 2.0,GRIS,2
TGTF98,2021,CHEVROLET,EQUINOX LS 1.5 AUT,AZUL,29
TGTG47,2012,HYUNDAI,TUCSON IX 2.0,NEGRO,29
TGTG50,2015,FORD,FOCUS 2.0,GRIS,29
TGTG58,2015,MAZDA,AXELA 2.2 AUT,BLANCO,2
TGTG66,2022,KIA MOTORS,SPORTAGE,BLANCO,29
TGTG84,2013,NISSAN,NOTE,NEGRO,29
TGTG90,2015,HONDA,FIT 1.3,ROJO,29
TGTH15,2014,HYUNDAI,SANTA FE 2.0 AUT,BLANCO,29
TGTH20,2014,HYUNDAI,TUCSON IX,BLANCO,29
TJJX60,2011,HYUNDAI,TUCSON,BLANCO,29
TJJX61,2016,HYUNDAI,TUCSON,BLANCO,29
TJJX80,2013,HYUNDAI,VELOSTER,ROJO,2
TLJR83,2017,MERCEDES BENZ,A200 1.6 AUT,BLANCO,2
TLJS15,2016,KIA MOTORS,BONGO III 2.5,AZUL,6
TLKK72,2020,HYUNDAI,SANTA FE 2.0 AUT,ROJO BURDEO,29
TLKK85,2014,HYUNDAI,SANTA FE 2.0 AUT,NEGRO,29
TLRV36,2024,NISSAN,VERSA,BLANCO PERLA,2
TSHB57,2024,MITSUBISHI,CANTER 715 DC EURO V,BLANCO,5
VD4864,1995,FREIGHTLINER,FLD 12064 ST,BLANCO,36
VG8468,2002,HAMM,2420,NARANJO,17
WG8188,2006,JOHN DEERE,770 D,AMARILLO,17
WN3518,2002,HYUNDAI,STAREX,PLATEADO,29
WTT085,2008,HONDA,CBR RR,ROJO,21
XD9941,1998,VOLVO,FH-12,BLANCOÇ,5
XE2406,1995,VOLVO,FL-611,BLANCO AMARILLO,5
XH5474,2004,MERCEDES BENZ,1828,BLANCO ARTICO,5
XL5290,2001,FREIGHTLINER,CENTURY,ROJO,36
XXZ049,2024,HONDA,NC750XA,AZUL METALICO,21
ZD6002,1991,MITSUBISHI,PAJERO 2.5,AZUL PLATEADO,29
ZD8371,2000,FREIGHTLINER,FLD 12064,BLANCO,36
ZL5790,2006,SUZUKI,IGNIS 1.3,ROJO,2
ZW8045,2000,HYUNDAI,GRACE,AMARILLO,20
ZZ9389,2003,VOLVO,VNL,BLANCO ROJO,36
BA9818,1987,MERCEDES BENZ,1626,VERDE,5
BCLZ85,2008,HYUNDAI,ACCENT MC GLS,ROJO,2
BDGD40,2003,VOLVO,VNL64T,ROJO GUINDA,36
BE0741,1959,LAMBRETA,LI-150,BLANCO,23
BKGS59,2002,FREIGHTLINER,CENTURY CLASS,BLANCO,36
BKKL15,2004,FORD,EXPLORER,VERDE,6
BPBH76,1999,MITSUBISHI,CHALLENGER,PLATEADO,29
BPVX22,2008,MERCEDES BENZ,915C 37 EURO III,GRIS,5
BVDY11,2002,VOLVO,FH 12,BLANCO,36
BVDY15,2003,VOLVO,VNL64T,BLANCO,36
BYCX81,2009,SUZUKI,ALTO GL MT,ROJO,2
CDHF92,2009,HYUNDAI,STELLAR,GRIS GRAFITO,2
CDKD27,2004,VOLVO,VNL64T,BLANCO MORADO,36
CDKH42,1995,FREIGHTLINER,FLD 120,BLANCO,36
CFPT34,2002,HYUNDAI,PORTER,AZUL,6
CGRY63,2005,VOLVO,VNL670,ROJO,36
CGSS88,2008,VOLVO,VNL 64 T,ROJO BURDEO,36
CGTC44,2006,KENWORTH,T2000,VERDE,36
CHYK43,2003,CHRYSLER,TOWN COUNTRY LX,BLANCO,29
CHYR94,1997,MERCEDES BENZ,814,BLANCO,5
CLWJ80,2000,HONDA,STREAM,PLATEADO,29
CPKJ63,2005,INTERNATIONAL,9200 I,VERDE,36
CVBS22,2005,INTERNATIONAL,92001,VERDE,36
CZVV52,2005,VOLVO,FM12,BLANCO,5
DBZY57,2003,VOLVO,FL 12,BLANCO,5
DLLG98,2003,MITSUBISHI,CANTER,BLANCO,5
DPC090,2009,SUZUKI,DL,PLATEADO,21
DRBC49,2012,VOLVO,FH,ROJO,36
DRLD95,2012,MACK,GU 813 E,BLANCO,5
DSFL61,2012,MAZDA,BT 50,ROJO BURDEO,6
DSPB49,2012,JOHN DEERE,310 J 4X4,AMARILLO MGRIS,17
DSVG18,1999,SUBARU,IMPREZA,AZUL,2
DTLP82,2008,KIA,SEDONA,BEIGE,29
DTVL36,1993,MITSUBISHI,CANTER,AZUL,5
DVRP74,2008,VOLVO,VNL,BLANCO,36
DWZR15,2012,JCB,3C 4X4,AMARILLO,17
DXCT26,2004,KIA MOTORS,VISTO,PLATEADO,2
DZCH86,2000,INTERNATIONAL,9200,BLANCO,36
FCSV79,2010,HYUNDAI,TUCSON,GRIS,29
FCTB72,2012,KAMA,KMC1042PE3,AZUL,5
FCTH25,2007,INTERNATIONAL,94001,ROJO,36
FFGF13,2013,MACK,GU813E,GRIS,5
FGSV17,2006,MERCEDES BENZ,1833,BLANCO,5
FKFZ86,2004,KIA MOTORS,SORENTO EX 2.5 AT AC 4X4,BLANCO,29
FKVF67,2002,HYUNDAI,SANTA FE 2.0,PLATEADO PLATA,29
FLWK29,2008,TOYOTA,PASSO,BLANCO,2
FPHG60,2002,VOLVO,FM 12,NARANJO GRIS,5
FPPG63,2004,MERCEDES BENZ,ATEGO 815 6.0,BLANCO,5
FPXS30,2000,HYUNDAI,PORTER,AZUL,6
FRLC44,2013,MERCEDES BENZ,1835 GIGA SPACE,BLANCO,36
FWLC55,2001,HYUNDAI,PORTER 2.5,BLANCO,6
FXDG64,2006,HYUNDAI,SANTA FE,BLANCO,29
FZKZ44,2006,VOLVO,VNL64T,BLANCO,36
GDXW10,2004,NISSAN,TITAN 5.6 AUT,GRIS,6
GGFB19,2008,VOLVO,FM12,ROJO,36
GGFD51,2005,NISSAN,NOTE 1.5 AUT,AZUL,29
GJHT30,2010,PEUGEOT,BIPPER,AZUL,29
GLLB82,2004,HONDA,FIT 1.3 AUT,PLATEADO,29
GRFZ19,2001,UTILITY,ALUMINIUM THERMO KING,BLANCO,28
GRFZ20,2017,MACHILE,SRV 203E,ROJO ITALIANO,28
GRGK87,2003,LECITRAILER,2F 20,BLANCO,25
GRJZ55,2006,GOOSENECK,GT 40 2,NEGRO,28
GSJL42,2004,HYUNDAI,MIGHTY,BLANCO,5
GXTG47,2015,MERCEDES BENZ,SPRINTER 515 CDI 14 M3,BLANCO,13
GXZH94,2006,MERCEDES BENZ,ATEGO 1528,BLANCO,5
GZZK28,1990,NISSAN,ATLAS,BLANCO,5
GZZL11,2008,KENWORTH,W900L,ROJO,36
HBDX80,2015,JCB,3CX 4X4,AMARILLO,17
HCSR36,2007,VOLVO,FH 12,BLANCO ROJO,36
HGCJ49,2015,NEW HOLLAND,L225CAB,AMARILLO,17
HGCK38,2015,NEW HOLLAND,B90B 4X4,AMARILLO,17
HGJP45,2018,MTM,28RB,BLANCO,28
HGJP55,2014,UTILITY,FEEFERS,BLANCO,28
HGJP56,2014,UTILITY,REEFERS,BLANCO,28
HGKZ22,2012,UTILITY,REEFER,BLANCO,28
HGKZ27,2015,SCHMITZ,SKI 30 3,AZUL,28
HGKZ32,2011,GREAT DANE,REEFER TRAILER,BLANCO,28
HGKZ33,2011,GREAT DANE,REEFER TRAILER,BLANCO,28
HGKZ39,2019,TREMAC,SR TOLVA 3EJES,BLANCO,28
HHWX11,2006,MAZDA,DEMIO,VIOLETA LILA,29
HJDR81,2004,VOLVO,FM,VERDE,36
HJLP91,2015,VOLVO,FH,PLATEADO,36
HKRL40,2016,MERCEDES BENZ,SPRINTER 515 14M3,VERDE,13
HLFY77,2015,JMC,CONVEY MAX CH CS EURO IV,BLANCO,5
HLGB25,2016,FREIGHTLINER,CL120,BLANCO,36
HLGT47,2016,HYUNDAI,HD 78 STD,BLANCO,5
HLHB89,2016,MERCEDES BENZ,AXOR 2633,BLANCO,5
HSZP34,2010,MAZDA,BIANTE,GRIS,29
HSZP60,2007,MAZDA,DEMIO,NEGRO,29
HVTS88,2016,JCB,RETROEXCAVADORA,AMARILLO,17
HVVD75,2013,VOLVO,VNL64T,ROJO,36
HXDK62,2015,LECIÑENA,SRV2E,BLANCO,28
HXDK76,2018,OZGUL,GA 10 F -20-3,AZUL,28
HXDK78,2021,TREMAC,SR TOLVA HALF ROUND 20 M3 2+1 EJES,VERDE,28
HXDK98,2020,BARRAZA,LD,ROJO,25
HXPG76,2004,MITSUBISHI,CANTER 4.2,AZUL,5
HXWG48,2008,MERCEDES BENZ,ATEGO 1218,BLANCO,5
HXWV85,2008,VOLVO,FH12,BLANCO CELESTE,36
HXXC19,2016,HANGCHA,CPQ30N,NARANJO,17
JA3755,2002,RANDON,SR PT CS 0330,GRIS ROJO,28
JA3842,2001,HECHIZO,HECHIZO,AZUL,28
JA3853,1999,DORSEY,HTL 45,AMARILLO,28
JA3918,1990,BRIAB,SR12 30MTS,BLANCO,28
JA5056,1997,GOREN,TRAILER,ROJO,28
JBGH13,2008,MAZDA,AXELA SPORT,ROJO,29
JBP019,2018,SUZUKI,GZ150,AZUL,21
JC1309,1985,TRANSCRAFT,TL-90K-42,BLANCO,28
JC8429,1995,GOREN,BARANDA,BLANCO,28
JD5722,2002,MUSSRE,FURGON CAMA BAJA,BLANCO,25
JD5741,2003,RANDON,CS 02-16,ROJO,25
JD5780,2003,HECHIZO,SIN MODELO,AZUL,25
JDGP26,2003,MERCEDES BENZ,ATEGO 818,BLANCO,5
JDGP34,2003,HYUNDAI,STAREX,PLATEADO PLATA,19
JE3167,1984,PICASSO,S/M,VERDE,28
JE3176,1978,FRUEHAUF,S/M,BLANCO ROJO,28
JF3481,2017,RANDON,SR PT CS 0330,NEGRO,28
JF9351,2006,RANDON,SR PT CS 0330,GRIS,28
JG1602,2011,TREMAC,SEMIREMOLQUE,AZUL,28
JG1627,2011,GOREN,SRTE 3M,BLANCO,28
JG1658,2012,GOREN,R 2 M 18 9,VERDE,25
JG1681,2007,LECIÑENA,LJ100,AZUL,28
JG1773,2016,RANDON,RQPTCS0216,NEGRO,25
JG1876,1998,KILAFORS,SM,AZUL,28
JG8452,1996,TREMAC,PLANO SRT,ROJO,28
JG8645,2006,TREMAC,SRT 13 MTS30T,BLANCO,28
JG9063,1984,HECHIZO,HECHIZO,AZUL,28
JG9143,2009,RANDON,SR PT CS 0330,GRIS,28
JG9158,2010,RANDON,SR BA AB 03 20,BLANCO,28
JG9273,2010,TREMAC,TOLVA 20 M3 ARIDOS,BLANCO,28
JG9274,2010,TREMAC,TOLVA 20 M3 ARIDOS,BLANCO,28
JG9278,2010,TREMAC,SRTT 20 3N,AMARILLO,28
JG9297,2010,MACHILE,SRV*-20M3-SE,BLANCO,28
JG9307,2002,VIBERTI,S/M,ROJO,28
JG9375,2011,GOREN,SRT 3M 30 8,BLANCO,28
JG9377,2012,GOREN,SRT 3M 30 8,ROJO,28
JG9854,2012,RANDON,SR BA AB 03 20,BLANCO,28
JH1090,2011,TREMAC,"SRTI-14,5-3-5",AZUL,28
JH1224,2012,MACHILE,SRV-20M3-3E,BLANCO,28
JH5059,1997,WABASH,FEEFER TERMOKING,BLANCO,28
JH5083,2010,MACHILE,SRV-20M3-3E,BLANCO,28
JH5084,2010,MACHILE,SRV-20-M3-M3,BLANCO,28
JH5162,2003,HORACIO,SR15,ROJO,28
JH5189,2015,RANDON,SR PT CS 0330,NEGRO,28
JH5289,2005,TRANSCRAFT,20FT,GRIS,28
JH5295,2018,RANDON,SR-PT-CS-03-30,NEGRO,28
JHKK34,2006,KIA MOTORS,SPORTAGE,ROJO,29
JHKT45,2002,HYUNDAI,STAREX,PLATEADO PLATA,29
JHLG19,2017,JAC,URBAN HFC 1042,BLANCO,5
JHRJ20,1999,VOLVO,FH 12,BLANCO ROJO,5
JJ8300,2015,RANDON,SR PT CS 0330,NEGRO,28
JJ8785,2000,TRAILMOBILE,48 PIES,BLANCO,28
JL3661,2008,UTILITY,REEFER,BLANCO,28
JL4712,2011,RANDON,SR BA AB 0320,BLANCO,28
JLLR83,2017,CATERPILLAR,416F2,AMARILLO,17
JLTL46,1997,NISSAN,CONDOR,BLANCO,5
JN8373,2014,RANDON,SR PT CS 0330,NEGRO,28
JN8605,2014,RANDON,SR BA AB 03 02,BLANCO,28
JP4694,2015,RANDON,SR PT CS 0330,NEGRO,28
JPWZ71,2008,MAZDA,VERISA 1.5 AUT,CAFE,29
JPXJ74,2000,MITSUBISHI,CANTER,AZUL,5
JPXL19,2006,HYUNDAI,SANTA FE,PLATEADO,29
JWLP35,2018,RANDON,SR CT PD 0345,AMARILLO,28
JXTS12,2006,MAZDA,MPV,PLATEADO,29
JXTV86,2009,KIA MOTORS,NEW CARENS 2.0 AUT,BLANCO,29
JXTW14,2007,KIA MOTORS,SPORTAGE 2.0 AUT,NEGRO,29
JXTX71,2007,PETERBILT,387,BLANCO,36
JZRX23,2003,NISSAN,CONDOR,BLANCO,5
KCBD32,2017,HINO,XZU CITY,BLANCO,5
KCSD39,2015,VOLVO,VNL64T,ROJO,36
KCSG65,2010,NISSAN,NOTE,ROJO,29
KCSJ61,2006,NISSAN,TIIDA,NEGRO,29
KDGY42,2005,UTILITY,REEFER,BLANCO,28
KGJV92,2008,SUZUKI,SWIFT,BLANCO PERLA,2
KGJW33,2008,MAZDA,PREMACY,PLATEADO,29
KGJZ50,2010,VOLVO,FH13,BLANCO,36
KGJZ60,2012,VOLVO,FH,AZUL,36
KGWW27,2006,SUZUKI,SX4,NARANJO,29
KJRR67,2012,VOLVO,FH,BLANCO,36
KJRT54,2012,VOLVO,FH,VERDE BLANCO,36
KJTW63,2006,HYUNDAI,PORTER II,AZUL,6
KJVH35,2013,INTERNATIONAL,PROSTAR,BLANCO,36
KJVH36,2014,INTERNATIONAL,PROSTAR,CAFE,36
KLDT34,2018,VOLVO,FH,ROJO,36
KPHT76,2011,VOLVO,FH,BLANCO,5
